Symbol,Name,Industry,IndustryCode
VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
HCM,Hutchison China MediTech Ltd ADR,제약,562010
CYBR,Cyberark Software Ltd,소프트웨어 및 IT서비스,572010
EDIT,Editas Medicine Inc,생명과학 및 메디컬 리서치,562020
ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
SSRM,SSR Mining Inc,메탈&마이닝,512010
GSHD,Goosehead Insurance Inc Class A,보험,553010
ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
EIDX,Eidos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
FIZZ,National Beverage Corp,음료,541010
ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
PACB,Pacific Biosciences of California Inc,헬스케어 장비 및 용품,561010
GTLS,Chart Industries Inc,"건설장비 및 대형차, 기차, 배",521020
INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
OZK,Bank Ozk,은행,551010
RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
CCXI,ChemoCentryx Inc,제약,562010
UBSI,United Bankshares Inc,은행,551010
TIGO,Millicom International Cellular SA,통신 서비스,574010
BAND,Bandwidth Inc Class A,통신 서비스,574010
SGMS,Scientific Games Corp,호텔 및 엔터테인먼트,533010
VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
SIGI,Selective Insurance Group Inc,보험,553010
TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
VLY,Valley National Bancorp,은행,551010
DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
SLGN,Silgan Holdings Inc,용기 및 포장,513020
NGHC,National General Holdings Corp,보험,553010
GWPH,GW Pharmaceuticals PLC ADR,생명과학 및 메디컬 리서치,562020
ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LESL,Leslie's Inc,레저 상품,532050
HAIN,Hain Celestial Group Inc,식품 및 담배,541020
APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
VNET,21Vianet Group Inc ADR,소프트웨어 및 IT서비스,572010
AEIS,Advanced Energy Industries Inc,반도체 및 반도체 장비,571010
LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
APLS,Apellis Pharmaceuticals Inc,제약,562010
CDLX,Cardlytics Inc,미디어 및 출판,533020
EYE,National Vision Holdings Inc,전문품 상점,534030
STMP,Stamps.Com Inc,소프트웨어 및 IT서비스,572010
JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
FGEN,FibroGen Inc,생명과학 및 메디컬 리서치,562020
AMKR,Amkor Technology Inc,반도체 및 반도체 장비,571010
CIGI,Colliers International Group Inc,부동산 운영 관리,601010
SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NWS,News Corp Class B,미디어 및 출판,533020
STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
SPWR,SunPower Corp,재생에너지,502010
TREE,LendingTree Inc,은행,551010
WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
BCPC,Balchem Corp,식품 및 담배,541020
AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
TRUP,Trupanion Inc,보험,553010
DIOD,Diodes Inc,반도체 및 반도체 장비,571010
GO,Grocery Outlet Holding Corp,다양한 소매업,534020
ROOT,Root Inc Class A,보험,553010
WTFC,Wintrust Financial Corp,은행,551010
AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
VC,Visteon Corp,자동차 및 자동차 부품,531010
ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
AHCO,Adapthealth Corp Class A,헬스케어 장비 및 용품,561010
TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
MEOH,Methanex Corp,화학,511010
VLDR,Velodyne Lidar Inc,반도체 및 반도체 장비,571010
VG,Vonage Holdings Corp,통신 서비스,574010
CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
SWAV,Shockwave Medical Inc,헬스케어 장비 및 용품,561010
PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
COHR,Coherent Inc,전자 장비 및 부품,571040
NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
FORM,FormFactor Inc,반도체 및 반도체 장비,571010
VCYT,Veracyte Inc,생명과학 및 메디컬 리서치,562020
NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
UMBF,UMB Financial Corp,은행,551010
UFPI,Ufp Industries Inc,종이 및 임산물,513010
RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
UMPQ,Umpqua Holdings Corp,은행,551010
AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
HOMB,Home BancShares Inc,은행,551010
SAFM,Sanderson Farms Inc,식품 및 담배,541020
CRSR,Corsair Gaming Inc,"컴퓨터, 전화 및 가전제품",571060
AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
PCH,PotlatchDeltic Corp,주택 및 상업용 리츠,601020
DCPH,Deciphera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SVMK,SVMK Inc,소프트웨어 및 IT서비스,572010
BMCH,BMC Stock Holdings Inc,주택건설,532030
DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
AVT,Avnet Inc,전자 장비 및 부품,571040
LAUR,Laureate Education Inc Class A,교육서비스,631010
FEYE,FireEye Inc,소프트웨어 및 IT서비스,572010
OPK,OPKO Health Inc,제약,562010
MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
BHF,Brighthouse Financial Inc,보험,553010
PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
FHB,First Hawaiian Inc,은행,551010
AXSM,Axsome Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
NKTR,Nektar Therapeutics,생명과학 및 메디컬 리서치,562020
CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
EBC,Eastern Bankshares Inc,은행,551010
RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
FCFS,FirstCash Inc,은행,551010
NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
ACIA,Acacia Communications Inc,커뮤니케이션 및 네트워킹,571020
BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
PACW,PacWest Bancorp,은행,551010
CORT,Corcept Therapeutics Inc,제약,562010
ALGT,Allegiant Travel Co,운송업,524060
CRON,Cronos Group Inc,제약,562010
TCBI,Texas Capital Bancshares Inc,은행,551010
KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
JJSF,J & J Snack Foods Corp,식품 및 담배,541020
RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
PPBI,Pacific Premier Bancorp Inc,은행,551010
HMSY,HMS Holdings Corp,헬스케어 업체 및 서비스,561020
BLUE,bluebird bio Inc,생명과학 및 메디컬 리서치,562020
EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
MOMO,Momo Inc ADR,소프트웨어 및 IT서비스,572010
SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
CSOD,Cornerstone OnDemand Inc,소프트웨어 및 IT서비스,572010
SUMO,Sumo Logic Inc,소프트웨어 및 IT서비스,572010
NWE,NorthWestern Corp,전기 유틸리티,591010
RVMD,Revolution Medicines Inc,생명과학 및 메디컬 리서치,562020
CAR,Avis Budget Group Inc,운송업,524060
BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
VEON,VEON Ltd ADR,통신 서비스,574010
PS,Pluralsight Inc Class A,소프트웨어 및 IT서비스,572010
SHOO,Steven Madden Ltd,섬유 및 의류,532020
ONB,Old National Bancorp,은행,551010
ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
KYMR,Kymera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MSTR,MicroStrategy Inc Class A,소프트웨어 및 IT서비스,572010
CVBF,CVB Financial Corp,은행,551010
BECN,Beacon Roofing Supply Inc,주택건설,532030
SINA,SINA Corp,소프트웨어 및 IT서비스,572010
LGIH,LGI Homes Inc,주택건설,532030
PSMT,PriceSmart Inc,다양한 소매업,534020
HWC,Hancock Whitney Corp,은행,551010
URBN,Urban Outfitters Inc,전문품 상점,534030
FCEL,Fuelcell Energy Inc,재생에너지,502010
KURA,Kura Oncology Inc,생명과학 및 메디컬 리서치,562020
MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
ABCB,Ameris Bancorp,은행,551010
COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
IMAB,I-Mab ADR,제약,562010
CELH,Celsius Holdings Inc,음료,541010
PRLD,Prelude Therapeutics Inc,생명과학 및 메디컬 리서치,562020
IBTX,Independent Bank Group Inc,은행,551010
ISBC,Investors Bancorp Inc,은행,551010
GCMG,GCM Grosvenor Inc Class A,투자은행 및 서비스,551020
RCM,R1 RCM Inc,헬스케어 업체 및 서비스,561020
BRP,BRP Group Inc Class A,보험,553010
AUB,Atlantic Union Bankshares Corp,은행,551010
NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
FIBK,First Interstate BancSystem Inc Class A,은행,551010
WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
OPINI,Office Properties Income Trust PRF,주택 및 상업용 리츠,601020
STAY,Extended Stay America Inc Unit,호텔 및 엔터테인먼트,533010
MGEE,MGE Energy Inc,전기 유틸리티,591010
GBT,Global Blood Therapeutics Inc,생명과학 및 메디컬 리서치,562020
COOP,Mr. Cooper Group Inc,은행,551010
PCRX,Pacira Biosciences Inc,제약,562010
SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
TWOU,2U Inc,소프트웨어 및 IT서비스,572010
XNCR,Xencor Inc,생명과학 및 메디컬 리서치,562020
COKE,Coca-Cola Consolidated Inc,음료,541010
COLB,Columbia Banking System Inc,은행,551010
CMPR,Cimpress PLC,전문 및 상업 서비스,522030
HRMY,Harmony Biosciences Holdings Inc,제약,562010
CATY,Cathay General Bancorp,은행,551010
INDB,Independent Bank Corp (Massachusetts),은행,551010
CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
SMPL,Simply Good Foods Co,식품 및 담배,541020
ANAT,American National Group Inc,보험,553010
APHA,Aphria Inc,제약,562010
SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
STRA,Strategic Education Inc,교육서비스,631010
AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
AVIR,Atea Pharmaceuticals  Inc.,생명과학 및 메디컬 리서치,562020
NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
UCBI,United Community Banks Inc,은행,551010
VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
SFNC,Simmons First National Corp Class A,은행,551010
GBDC,Golub Capital BDC Inc,다양한 금융서비스,555010
SNBR,Sleep Number Corp,가정용품,532040
MDRX,Allscripts Healthcare Solutions Inc,헬스케어 장비 및 용품,561010
MCRB,Seres Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AFYA,Afya Ltd Class A,비즈니스교육,631030
REGI,Renewable Energy Group Inc,재생에너지,502010
MTLS,Materialise NV ADR,소프트웨어 및 IT서비스,572010
EPAY,Bottomline Technologies (DE) Inc,소프트웨어 및 IT서비스,572010
MLHR,Herman Miller Inc,전문 및 상업 서비스,522030
NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
IBOC,International Bancshares Corp,은행,551010
CSIQ,Canadian Solar Inc,재생에너지,502010
ROCK,Gibraltar Industries Inc,주택건설,532030
SKYW,SkyWest Inc,운송업,524060
ARCE,Arco Platform Ltd Class A,비즈니스교육,631030
PLXS,Plexus Corp,반도체 및 반도체 장비,571010
SHEN,Shenandoah Telecommunications Co,통신 서비스,574010
SGMO,Sangamo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ZNTL,Zentalis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SFBS,ServisFirst Bancshares Inc,은행,551010
VRRM,Verra Mobility Corp Class A,커뮤니케이션 및 네트워킹,571020
FULT,Fulton Financial Corp,은행,551010
VIE,Viela Bio Inc,생명과학 및 메디컬 리서치,562020
MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
OM,Outset Medical Inc,헬스케어 장비 및 용품,561010
ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
SBGI,Sinclair Broadcast Group Inc Class A,미디어 및 출판,533020
SATS,EchoStar Corp Class A,커뮤니케이션 및 네트워킹,571020
IRBT,iRobot Corp,전자 장비 및 부품,571040
QURE,Uniqure NV,생명과학 및 메디컬 리서치,562020
EVOP,EVO Payments Inc Class A,전문 및 상업 서비스,522030
CERE,Cerevel Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
LILAK,Liberty Latin America Ltd Class C,통신 서비스,574010
NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
WSFS,WSFS Financial Corp,은행,551010
KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
IOSP,Innospec Inc,화학,511010
YMAB,Y-mAbs Therapeutics  Inc,생명과학 및 메디컬 리서치,562020
BEAT,BioTelemetry Inc,헬스케어 업체 및 서비스,561020
SANM,Sanmina Corp,반도체 및 반도체 장비,571010
SRNE,Sorrento Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AVAV,AeroVironment Inc,우주항공 및 국방,521010
XPER,Xperi Holding Corp,반도체 및 반도체 장비,571010
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR,운송 인프라,524070
SVC,Service Properties Trust,주택 및 상업용 리츠,601020
NMIH,NMI Holdings Inc Class A,보험,553010
PSEC,Prospect Capital Corp,다양한 금융서비스,555010
THRM,Gentherm Inc,자동차 및 자동차 부품,531010
ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
MGLN,Magellan Health Inc,헬스케어 업체 및 서비스,561020
PRAA,PRA Group Inc,은행,551010
WW,WW International Inc,"개인, 가정 용품 및 서비스",542010
WSBC,WesBanco Inc,은행,551010
JACK,Jack in the Box Inc,호텔 및 엔터테인먼트,533010
RMBS,Rambus Inc,반도체 및 반도체 장비,571010
PRSC,Providence Service Corp,헬스케어 업체 및 서비스,561020
SILK,Silk Road Medical Inc,헬스케어 장비 및 용품,561010
FWRD,Forward Air Corp,화물 및 물류 서비스,524050
CTRE,CareTrust REIT Inc,주택 및 상업용 리츠,601020
PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
FRME,First Merchants Corp,은행,551010
REPL,Replimune Group Inc,생명과학 및 메디컬 리서치,562020
ATRA,Atara Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
MESO,Mesoblast Ltd ADR,생명과학 및 메디컬 리서치,562020
PDCE,PDC Energy Inc,오일 및 가스,501020
HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
KNTE,Kinnate Biopharma Inc,생명과학 및 메디컬 리서치,562020
IRWD,Ironwood Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
WAFD,Washington Federal Inc,은행,551010
AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
VIACA,ViacomCBS Inc Class A,미디어 및 출판,533020
CYRX,Cryoport Inc,화물 및 물류 서비스,524050
INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
NVMI,Nova Measuring Instruments Ltd,반도체 및 반도체 장비,571010
BANF,BancFirst Corp,은행,551010
NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
RNST,Renasant Corp,은행,551010
MIK,Michaels Companies Inc,전문품 상점,534030
RPAY,Repay Holdings Corp Class A,전문 및 상업 서비스,522030
